T1,T2,T3
北京直辖市,北京直辖市,0
广州市,北京直辖市,80.1111111111119
上海直辖市,北京直辖市,48.8333333333338
天津直辖市,北京直辖市,26.4444444444444
重庆直辖市,北京直辖市,44.777777777778
沈阳市,北京直辖市,45.8888888888892
南京市,北京直辖市,45.6111111111115
武汉市,北京直辖市,50.8888888888893
成都市,北京直辖市,62.4444444444448
